選舉年度,選舉類別,層級,縣市,選區,號次,姓名,性別,政黨,得票數,得票率,當選
1994,議員,區域,高雄市,高雄市第02選區,2,陳建國,1,無,568,0.43,N
1994,議員,區域,高雄市,高雄市第02選區,3,藍星木,1,中國國民黨,10251,7.74,Y
1994,議員,區域,高雄市,高雄市第02選區,4,楊色玉,2,中國國民黨,10353,7.82,Y
1994,議員,區域,高雄市,高雄市第02選區,5,蘇平祥,1,無,856,0.65,N
1994,議員,區域,高雄市,高雄市第02選區,6,陳雲龍,1,中國國民黨,9374,7.08,Y
1994,議員,區域,高雄市,高雄市第02選區,7,吳昱輝,1,民主進步黨,11098,8.38,Y
1994,議員,區域,高雄市,高雄市第02選區,8,沈英章,1,民主進步黨,6679,5.04,N
1994,議員,區域,高雄市,高雄市第02選區,9,謝志勝,1,無,2263,1.71,N
1994,議員,區域,高雄市,高雄市第02選區,10,吳正東,1,無,565,0.43,N
1994,議員,區域,高雄市,高雄市第02選區,11,黃賜鵬,1,無,453,0.34,N
1994,議員,區域,高雄市,高雄市第02選區,12,陳道實,1,新黨,9701,7.33,Y
1994,議員,區域,高雄市,高雄市第02選區,13,謝鴻彰,1,民主進步黨,3329,2.51,N
1994,議員,區域,高雄市,高雄市第02選區,14,謝天助,1,無,180,0.14,N
1994,議員,區域,高雄市,高雄市第02選區,15,王得,1,無,565,0.43,N
1994,議員,區域,高雄市,高雄市第02選區,16,金渝昌,1,無,525,0.40,N
1994,議員,區域,高雄市,高雄市第02選區,17,藍振源,1,中國國民黨,7622,5.76,N
1994,議員,區域,高雄市,高雄市第02選區,18,金顯瑞,1,無,4251,3.21,N
1994,議員,區域,高雄市,高雄市第02選區,19,張家麟,1,無,370,0.28,N
1994,議員,區域,高雄市,高雄市第02選區,20,黃靜雪,2,無,6155,4.65,N
1994,議員,區域,高雄市,高雄市第02選區,21,何棲鴻,1,無,557,0.42,N
1994,議員,區域,高雄市,高雄市第02選區,22,賈先德,1,中國國民黨,7301,5.51,N
1994,議員,區域,高雄市,高雄市第02選區,23,陳登貴,1,無,797,0.60,N
1994,議員,區域,高雄市,高雄市第02選區,24,周鍾,1,中國國民黨,10266,7.75,Y
1994,議員,區域,高雄市,高雄市第02選區,25,陳合發,1,無,6824,5.15,N
1994,議員,區域,高雄市,高雄市第02選區,26,陳淵章,1,無,4517,3.41,N
1994,議員,區域,高雄市,高雄市第02選區,27,曾惠瑾,2,無,313,0.24,N
1994,議員,區域,高雄市,高雄市第02選區,28,黃石龍,1,無,7888,5.96,N
1994,議員,區域,高雄市,高雄市第03選區,1,郭國志,1,中國國民黨,6735,4.13,N
1994,議員,區域,高雄市,高雄市第03選區,2,張榮顯,1,無,8250,5.06,N
1994,議員,區域,高雄市,高雄市第03選區,3,蔡見興,1,中國國民黨,9671,5.93,Y
1994,議員,區域,高雄市,高雄市第03選區,4,吳林淑敏,2,中國國民黨,4741,2.91,Y
1994,議員,區域,高雄市,高雄市第03選區,5,曾長發,1,中國國民黨,11529,7.07,Y
1994,議員,區域,高雄市,高雄市第03選區,6,張家興,1,無,632,0.39,N
1994,議員,區域,高雄市,高雄市第03選區,7,林永堅,1,民主進步黨,14124,8.66,Y
1994,議員,區域,高雄市,高雄市第03選區,8,陳富榮,1,無,761,0.47,N
1994,議員,區域,高雄市,高雄市第03選區,9,許俊杰,1,無,770,0.47,N
1994,議員,區域,高雄市,高雄市第03選區,10,余聲欽,1,中國國民黨,6813,4.18,N
1994,議員,區域,高雄市,高雄市第03選區,11,劉少春,1,中國國民黨,10560,6.48,Y
1994,議員,區域,高雄市,高雄市第03選區,12,吳重新,1,無,9192,5.64,Y
1994,議員,區域,高雄市,高雄市第03選區,13,黃添財,1,中國國民黨,13165,8.07,Y
1994,議員,區域,高雄市,高雄市第03選區,14,許子智,1,無,407,0.25,N
1994,議員,區域,高雄市,高雄市第03選區,15,蘇嘉富,1,民主進步黨,6635,4.07,N
1994,議員,區域,高雄市,高雄市第03選區,16,黃昭星,1,民主進步黨,9031,5.54,Y
1994,議員,區域,高雄市,高雄市第03選區,17,楊宏吉,1,中國國民黨,1937,1.19,N
1994,議員,區域,高雄市,高雄市第03選區,18,張再,1,無,108,0.07,N
1994,議員,區域,高雄市,高雄市第03選區,19,許英俊,1,無,1596,0.98,N
1994,議員,區域,高雄市,高雄市第03選區,20,林宏明,1,無,2903,1.78,N
1994,議員,區域,高雄市,高雄市第03選區,21,蔡萬福,1,無,474,0.29,N
1994,議員,區域,高雄市,高雄市第03選區,22,劉明松,1,無,313,0.19,N
1994,議員,區域,高雄市,高雄市第03選區,23,陳武勳,1,無,5071,3.11,N
1994,議員,區域,高雄市,高雄市第03選區,24,顏陳秀鑾,2,民主進步黨,3450,2.12,N
1994,議員,區域,高雄市,高雄市第03選區,25,洪泮林,1,無,4615,2.83,N
1994,議員,區域,高雄市,高雄市第03選區,26,林梅瑛,2,無,3909,2.40,N
1994,議員,區域,高雄市,高雄市第03選區,27,梅再興,1,新黨,8371,5.13,Y
1994,議員,區域,高雄市,高雄市第03選區,28,黃啟川,1,無,9321,5.72,Y
1994,議員,區域,高雄市,高雄市第03選區,29,洪平朗,1,民主進步黨,7957,4.88,N
1994,議員,區域,高雄市,高雄市第04選區,1,徐木宗,1,中國國民黨,7602,13.00,N
1994,議員,區域,高雄市,高雄市第04選區,2,湯金全,1,民主進步黨,14262,24.39,Y
1994,議員,區域,高雄市,高雄市第04選區,3,林景元,1,無,794,1.36,N
1994,議員,區域,高雄市,高雄市第04選區,4,龔瑞泰,1,中國國民黨,14451,24.71,Y
1994,議員,區域,高雄市,高雄市第04選區,5,吳登樹,1,無,1643,2.81,N
1994,議員,區域,高雄市,高雄市第04選區,6,許崑源,1,無,11078,18.95,Y
1994,議員,區域,高雄市,高雄市第04選區,7,陳村雄,1,中國國民黨,8641,14.78,N
1994,議員,區域,高雄市,高雄市第05選區,1,楊美容,2,中國國民黨,5003,4.50,N
1994,議員,區域,高雄市,高雄市第05選區,2,蔡龍居,1,民主進步黨,8789,7.90,Y
1994,議員,區域,高雄市,高雄市第05選區,3,葉信誠,1,新黨,5467,4.91,N
1994,議員,區域,高雄市,高雄市第05選區,4,張瑞德,1,中國國民黨,8656,7.78,Y
1994,議員,區域,高雄市,高雄市第05選區,5,吳照鉠,1,民主進步黨,3737,3.36,N
1994,議員,區域,高雄市,高雄市第05選區,6,陳田錨,1,中國國民黨,18128,16.29,Y
1994,議員,區域,高雄市,高雄市第05選區,7,林黎琤,2,無,1760,1.58,N
1994,議員,區域,高雄市,高雄市第05選區,8,翁萬基,1,中國國民黨,8301,7.46,N
1994,議員,區域,高雄市,高雄市第05選區,9,羅志明,1,中國國民黨,8882,7.98,Y
1994,議員,區域,高雄市,高雄市第05選區,10,洪金進,1,無,204,0.18,N
1994,議員,區域,高雄市,高雄市第05選區,11,洪茂俊,1,中國國民黨,9936,8.93,Y
1994,議員,區域,高雄市,高雄市第05選區,12,陳春生,1,無,2815,2.53,N
1994,議員,區域,高雄市,高雄市第05選區,13,陳明清,1,無,1487,1.34,N
1994,議員,區域,高雄市,高雄市第05選區,14,楊錦昌,1,無,534,0.48,N
1994,議員,區域,高雄市,高雄市第05選區,15,林滴娟,2,民主進步黨,10615,9.54,Y
1994,議員,區域,高雄市,高雄市第05選區,16,賴啟元,1,無,645,0.58,N
1994,議員,區域,高雄市,高雄市第05選區,17,詹永龍,1,民主進步黨,5877,5.28,N
1994,議員,區域,高雄市,高雄市第05選區,18,黃芳仁,1,無,10430,9.37,Y
1994,議員,區域,高雄市,高雄市第06選區,1,王翼風,1,中國國民黨,8074,4.82,N
1994,議員,區域,高雄市,高雄市第06選區,2,施永林,1,中國國民黨,4251,2.54,N
1994,議員,區域,高雄市,高雄市第06選區,3,顏寶琴,2,中國國民黨,13364,7.97,Y
1994,議員,區域,高雄市,高雄市第06選區,4,郭玟成,1,民主進步黨,24076,14.36,Y
1994,議員,區域,高雄市,高雄市第06選區,5,宋石福,1,無,5732,3.42,N
1994,議員,區域,高雄市,高雄市第06選區,6,王青,1,民主進步黨,8463,5.05,Y
1994,議員,區域,高雄市,高雄市第06選區,7,蔡媽福,1,中國國民黨,8353,4.98,Y
1994,議員,區域,高雄市,高雄市第06選區,8,顏坤泉,1,勞動黨,1563,0.93,N
1994,議員,區域,高雄市,高雄市第06選區,9,蘇守成,1,無,119,0.07,N
1994,議員,區域,高雄市,高雄市第06選區,10,楊振添,1,中國國民黨,8718,5.20,Y
1994,議員,區域,高雄市,高雄市第06選區,11,林崎,1,中國國民黨,4373,2.61,N
1994,議員,區域,高雄市,高雄市第06選區,12,何超英,1,新黨,5425,3.24,N
1994,議員,區域,高雄市,高雄市第06選區,13,蘇玉柱,1,無,4806,2.87,N
1994,議員,區域,高雄市,高雄市第06選區,14,石玉明,1,無,705,0.42,N
1994,議員,區域,高雄市,高雄市第06選區,15,邱順慶,1,無,2569,1.53,N
1994,議員,區域,高雄市,高雄市第06選區,16,王俊傑,1,無,1188,0.71,N
1994,議員,區域,高雄市,高雄市第06選區,17,張麗華,2,民主進步黨,3132,1.87,N
1994,議員,區域,高雄市,高雄市第06選區,18,王秋茂,1,無,4444,2.65,N
1994,議員,區域,高雄市,高雄市第06選區,19,陳清安,1,無,489,0.29,N
1994,議員,區域,高雄市,高雄市第06選區,20,高宗英,1,民主進步黨,5377,3.21,N
1994,議員,區域,高雄市,高雄市第06選區,21,蔡慶源,1,中國國民黨,8990,5.36,Y
1994,議員,區域,高雄市,高雄市第06選區,22,朱安雄,1,中國國民黨,12055,7.19,Y
1994,議員,區域,高雄市,高雄市第06選區,23,林錦城,1,無,295,0.18,N
1994,議員,區域,高雄市,高雄市第06選區,24,林杰正,1,無,989,0.59,N
1994,議員,區域,高雄市,高雄市第06選區,25,陳文人,1,無,2483,1.48,N
1994,議員,區域,高雄市,高雄市第06選區,26,江振陸,1,民主進步黨,8842,5.27,Y
1994,議員,區域,高雄市,高雄市第06選區,27,朱文慶,1,無,8556,5.10,Y
1994,議員,區域,高雄市,高雄市第06選區,28,李復興,1,中國國民黨,10243,6.11,Y
1994,議員,原住民,臺北市,臺北市,1,林文治,1,無,,,N
1994,議員,原住民,臺北市,臺北市,2,周明國,1,無,,,N
1994,議員,原住民,臺北市,臺北市,3,田春枝,2,無,,,N
1994,議員,原住民,臺北市,臺北市,4,李銀來,1,中國國民黨,,,Y
1994,議員,原住民,臺北市,臺北市,5,黃鈴華,2,無,,,N
1994,議員,原住民,臺北市,臺北市,6,宋千德,1,無,,,N
1994,議員,原住民,臺北市,臺北市,7,曾英明,1,民主進步黨,,,N
1994,議員,原住民,高雄市,高雄市,1,高玉生,1,無,,,N
1994,議員,原住民,高雄市,高雄市,2,吳明生,1,無,,,N
1994,議員,原住民,高雄市,高雄市,3,潘阿木,1,無,,,N
1994,議員,原住民,高雄市,高雄市,4,張金水,1,無,,,N
1994,議員,原住民,高雄市,高雄市,5,吳福祥,1,中國國民黨,,,Y
1994,議員,原住民,高雄市,高雄市,6,張美惠,2,無,,,N
1998,議員,區域,臺北市,臺北市第01選區,1,翁儀賰,1,民主進步黨,14148,4.62,N
1998,議員,區域,臺北市,臺北市第01選區,2,張盛玄,1,無,1180,0.38,N
1998,議員,區域,臺北市,臺北市第01選區,3,陳正德,1,民主進步黨,19726,6.44,Y
1998,議員,區域,臺北市,臺北市第01選區,4,林朝鑫,1,無,2273,0.74,N
1998,議員,區域,臺北市,臺北市第01選區,5,孫潤本,1,無,6564,2.14,N
1998,議員,區域,臺北市,臺北市第01選區,6,鄭政彥,1,無,397,0.13,N
1998,議員,區域,臺北市,臺北市第01選區,7,魏憶龍,1,新黨,19930,6.5,Y
1998,議員,區域,臺北市,臺北市第01選區,8,呂月娥,2,建國黨,3588,1.17,N
1998,議員,區域,臺北市,臺北市第01選區,9,林政毓,1,中國國民黨,13508,4.41,N
1998,議員,區域,臺北市,臺北市第01選區,10,張振宇,1,綠色本土清新黨,3322,1.08,N
1998,議員,區域,臺北市,臺北市第01選區,11,陳進棋,1,中國國民黨,16902,5.51,Y
1998,議員,區域,臺北市,臺北市第01選區,12,蔡秋凰,2,民主進步黨,25319,8.26,Y
1998,議員,區域,臺北市,臺北市第01選區,13,陳政忠,1,中國國民黨,23490,7.66,Y
1998,議員,區域,臺北市,臺北市第01選區,14,吳碧珠,2,中國國民黨,27844,9.08,Y
1998,議員,區域,臺北市,臺北市第01選區,15,張金溪,1,無,1695,0.55,N
1998,議員,區域,臺北市,臺北市第01選區,16,陳雪芬,2,中國國民黨,34728,11.33,Y
1998,議員,區域,臺北市,臺北市第01選區,17,陳茂德,1,無,300,0.1,N
1998,議員,區域,臺北市,臺北市第01選區,18,高建智,1,民主進步黨,18244,5.95,Y
1998,議員,區域,臺北市,臺北市第01選區,19,賴素如,2,中國國民黨,20088,6.55,Y
1998,議員,區域,臺北市,臺北市第01選區,20,李康雷,1,新黨,5376,1.75,N
1998,議員,區域,臺北市,臺北市第01選區,21,潘懷宗,1,新黨,12082,3.94,N
1998,議員,區域,臺北市,臺北市第01選區,22,潘行一,1,中國國民黨,14758,4.81,N
1998,議員,區域,臺北市,臺北市第01選區,23,陳碧峰,1,民主進步黨,16552,5.4,Y
1998,議員,區域,臺北市,臺北市第01選區,24,張昭仁,1,新國家連線,4499,1.47,N
1998,議員,區域,臺北市,臺北市第02選區,1,賈毅然,1,無,12416,6.45,N
1998,議員,區域,臺北市,臺北市第02選區,2,官君達,1,新國家連線,2716,1.41,N
1998,議員,區域,臺北市,臺北市第02選區,3,廖彬良,1,無,12868,6.68,N
1998,議員,區域,臺北市,臺北市第02選區,4,陳秀惠,2,民主進步黨,20037,10.4,Y
1998,議員,區域,臺北市,臺北市第02選區,5,黃珊珊,2,新黨,26246,13.63,Y
1998,議員,區域,臺北市,臺北市第02選區,6,吳世正,1,中國國民黨,20236,10.51,Y
1998,議員,區域,臺北市,臺北市第02選區,7,葉春榮,1,民主進步黨,8895,4.62,N
1998,議員,區域,臺北市,臺北市第02選區,8,李彥秀,2,中國國民黨,25915,13.46,Y
1998,議員,區域,臺北市,臺北市第02選區,9,陳義洲,1,中國國民黨,13741,7.13,Y
1998,議員,區域,臺北市,臺北市第02選區,10,胡國樑,1,無,488,0.25,N
1998,議員,區域,臺北市,臺北市第02選區,11,陳尤雪,2,新黨,11423,5.93,N
1998,議員,區域,臺北市,臺北市第02選區,12,謝英美,2,中國國民黨,19873,10.32,Y
1998,議員,區域,臺北市,臺北市第02選區,13,李建昌,1,民主進步黨,17732,9.21,Y
1998,議員,區域,臺北市,臺北市第03選區,1,賴志威,1,無,1419,0.57,N
1998,議員,區域,臺北市,臺北市第03選區,2,王俊元,1,無,7629,3.04,N
1998,議員,區域,臺北市,臺北市第03選區,3,柯盛雄,1,建國黨,1588,0.63,N
1998,議員,區域,臺北市,臺北市第03選區,4,許淵國,1,新黨,19219,7.65,Y
1998,議員,區域,臺北市,臺北市第03選區,5,陳長榮,1,民主進步黨,11429,4.55,N
1998,議員,區域,臺北市,臺北市第03選區,6,費鴻泰,1,新黨,32985,13.14,Y
1998,議員,區域,臺北市,臺北市第03選區,7,陳孋輝,2,中國國民黨,25393,10.11,Y
1998,議員,區域,臺北市,臺北市第03選區,8,陳燦鴻,1,中國國民黨,10217,4.07,N
1998,議員,區域,臺北市,臺北市第03選區,9,王正德,1,中國國民黨,14809,5.9,Y
1998,議員,區域,臺北市,臺北市第03選區,10,陳淑華,2,民主進步黨,17387,6.92,Y
1998,議員,區域,臺北市,臺北市第03選區,11,李成嶽,1,無,690,0.27,N
1998,議員,區域,臺北市,臺北市第03選區,12,許富男,1,民主進步黨,21873,8.71,Y
1998,議員,區域,臺北市,臺北市第03選區,13,魏錦源,1,民主進步黨,8688,3.46,N
1998,議員,區域,臺北市,臺北市第03選區,14,朱孟庠,2,新國家連線,7946,3.16,N
1998,議員,區域,臺北市,臺北市第03選區,15,黃國隆,1,中國國民黨,6874,2.74,N
1998,議員,區域,臺北市,臺北市第03選區,16,王博昱,1,民主進步黨,11479,4.57,Y
1998,議員,區域,臺北市,臺北市第03選區,17,陳永德,1,中國國民黨,22914,9.13,Y
1998,議員,區域,臺北市,臺北市第03選區,18,楊實秋,1,中國國民黨,14142,5.63,Y
1998,議員,區域,臺北市,臺北市第03選區,19,張琦凰,2,綠色本土清新黨,4198,1.67,N
1998,議員,區域,臺北市,臺北市第03選區,20,王高成,1,新黨,10209,4.07,N
1998,議員,區域,臺北市,臺北市第04選區,1,詹昭全,1,新黨,7098,3.61,N
1998,議員,區域,臺北市,臺北市第04選區,2,羅宗勝,1,民主進步黨,18030,9.18,Y
1998,議員,區域,臺北市,臺北市第04選區,3,陳玉梅,2,中國國民黨,28083,14.3,Y
1998,議員,區域,臺北市,臺北市第04選區,4,李承龍,1,無,1926,0.98,N
1998,議員,區域,臺北市,臺北市第04選區,5,葉信義,1,民主進步黨,15747,8.02,Y
1998,議員,區域,臺北市,臺北市第04選區,6,吳貞儀,2,中國婦女黨,923,0.47,N
1998,議員,區域,臺北市,臺北市第04選區,7,張福美,1,無,632,0.32,N
1998,議員,區域,臺北市,臺北市第04選區,8,林晉章,1,中國國民黨,18142,9.24,Y
1998,議員,區域,臺北市,臺北市第04選區,9,楊鎮雄,1,新黨,10135,5.16,N
1998,議員,區域,臺北市,臺北市第04選區,10,藍美津,2,民主進步黨,24900,12.68,Y
1998,議員,區域,臺北市,臺北市第04選區,11,方瑞生,1,中國國民黨,9781,4.98,N
1998,議員,區域,臺北市,臺北市第04選區,12,王世堅,1,民主進步黨,21917,11.16,Y
1998,議員,區域,臺北市,臺北市第04選區,13,王浩,1,中國國民黨,24234,12.34,Y
1998,議員,區域,臺北市,臺北市第04選區,14,張豐藤,1,新國家連線,4257,2.17,N
1998,議員,區域,臺北市,臺北市第04選區,15,陳志銘,1,建國黨,2470,1.26,N
1998,議員,區域,臺北市,臺北市第04選區,16,葛高凌風,1,無,8104,4.13,N
1998,議員,區域,臺北市,臺北市第05選區,1,陳光宇,2,綠色本土清新黨,4253,2.01,N
1998,議員,區域,臺北市,臺北市第05選區,2,段宜康,1,民主進步黨,30201,14.27,Y
1998,議員,區域,臺北市,臺北市第05選區,3,林宏熙,1,中國國民黨,13996,6.61,N
1998,議員,區域,臺北市,臺北市第05選區,4,龐建國,1,無,19487,9.21,Y
1998,議員,區域,臺北市,臺北市第05選區,5,康耀忠,1,民主進步黨,7747,3.66,N
1998,議員,區域,臺北市,臺北市第05選區,6,鍾小平,1,新黨,15930,7.53,Y
1998,議員,區域,臺北市,臺北市第05選區,7,陳惠敏,1,中國國民黨,15875,7.5,Y
1998,議員,區域,臺北市,臺北市第05選區,8,林如心,2,無,3090,1.46,N
1998,議員,區域,臺北市,臺北市第05選區,9,謝麗珠,2,無,1252,0.59,N
1998,議員,區域,臺北市,臺北市第05選區,10,邱智淵,1,新黨,9909,4.68,N
1998,議員,區域,臺北市,臺北市第05選區,11,陳嘉銘,1,民主進步黨,19765,9.34,Y
1998,議員,區域,臺北市,臺北市第05選區,12,邱錦添,1,中國國民黨,13998,6.61,N
1998,議員,區域,臺北市,臺北市第05選區,13,李仁人,2,中國國民黨,25524,12.06,Y
1998,議員,區域,臺北市,臺北市第05選區,14,陳英燦,1,新國家連線,7864,3.72,N
1998,議員,區域,臺北市,臺北市第05選區,15,劉金富,1,無,510,0.24,N
1998,議員,區域,臺北市,臺北市第05選區,16,顏聖冠,2,民主進步黨,22276,10.52,Y
1998,議員,區域,臺北市,臺北市第06選區,1,鄧家基,1,新黨,19243,6.2,Y
1998,議員,區域,臺北市,臺北市第06選區,2,李新,1,新黨,16500,5.32,Y
1998,議員,區域,臺北市,臺北市第06選區,3,江蓋世,1,民主進步黨,22906,7.38,Y
1998,議員,區域,臺北市,臺北市第06選區,4,陳錦祥,1,中國國民黨,19910,6.41,Y
1998,議員,區域,臺北市,臺北市第06選區,5,厲耿桂芳,2,中國國民黨,19418,6.26,Y
1998,議員,區域,臺北市,臺北市第06選區,6,郭儒釗,1,無,731,0.24,N
1998,議員,區域,臺北市,臺北市第06選區,7,柯景昇,1,民主進步黨,17210,5.54,Y
1998,議員,區域,臺北市,臺北市第06選區,8,彭渰雯,2,綠色本土清新黨,10501,3.38,N
1998,議員,區域,臺北市,臺北市第06選區,9,曾文華,1,建國黨,1987,0.64,N
1998,議員,區域,臺北市,臺北市第06選區,10,王長春,1,中國國民黨,8441,2.72,N
1998,議員,區域,臺北市,臺北市第06選區,11,張裕泰,1,無,9315,3,N
1998,議員,區域,臺北市,臺北市第06選區,12,周柏雅,1,民主進步黨,19496,6.28,Y
1998,議員,區域,臺北市,臺北市第06選區,13,李慶元,1,新黨,17821,5.74,Y
1998,議員,區域,臺北市,臺北市第06選區,14,秦儷舫,2,新黨,39089,12.59,Y
