選舉年度,選舉別,選舉類別,屆任次,投票日期,地區,號次,姓名,性別,出生年次,推薦政黨,得票數,得票率,當選否,是否現任,副手姓名,副手性別,副手出生年次
2001,第 14 屆 縣(市)長選舉,縣(市)長選舉,14,2001-12-01,彰化縣,02,葉金鳳,F,1943,中國國民黨,257504,41.99,N,N,,,
2001,第 14 屆 縣(市)長選舉,縣(市)長選舉,14,2001-12-01,彰化縣,03,翁金珠,F,1947,民主進步黨,301584,49.17,Y,N,,,
2001,第 14 屆 縣(市)長選舉,縣(市)長選舉,14,2001-12-01,彰化縣,04,洪參民,M,1945,無黨籍及未經政黨推薦,8219,1.34,N,N,,,
2001,第 14 屆 縣(市)長選舉,縣(市)長選舉,14,2001-12-01,彰化縣,05,陳婉貞,F,1949,無黨籍及未經政黨推薦,6934,1.13,N,N,,,
2001,第 14 屆 縣(市)長選舉,縣(市)長選舉,14,2001-12-01,南投縣,01,姜君佩,M,1955,無黨籍及未經政黨推薦,915,0.36,N,N,,,
2001,第 14 屆 縣(市)長選舉,縣(市)長選舉,14,2001-12-01,南投縣,02,張明雄,M,1943,中國國民黨,7475,2.91,N,N,,,
2001,第 14 屆 縣(市)長選舉,縣(市)長選舉,14,2001-12-01,南投縣,03,陳胘富,M,1943,無黨籍及未經政黨推薦,2500,0.97,N,N,,,
2001,第 14 屆 縣(市)長選舉,縣(市)長選舉,14,2001-12-01,南投縣,04,林宗男,M,1942,民主進步黨,94631,36.79,Y,N,,,
2001,第 14 屆 縣(市)長選舉,縣(市)長選舉,14,2001-12-01,南投縣,05,林明溱,M,1951,中國國民黨,48268,18.76,N,N,,,
2001,第 14 屆 縣(市)長選舉,縣(市)長選舉,14,2001-12-01,南投縣,06,陳振盛,M,1950,親民黨,63042,24.51,N,N,,,
2001,第 14 屆 縣(市)長選舉,縣(市)長選舉,14,2001-12-01,南投縣,07,彭百顯,M,1949,無黨籍及未經政黨推薦,40412,15.71,N,Y,,,
2001,第 14 屆 縣(市)長選舉,縣(市)長選舉,14,2001-12-01,雲林縣,01,張榮味,M,1957,中國國民黨,205500,61.53,Y,Y,,,
2001,第 14 屆 縣(市)長選舉,縣(市)長選舉,14,2001-12-01,雲林縣,02,林樹山,M,1958,民主進步黨,128475,38.47,N,N,,,
2001,第 14 屆 縣(市)長選舉,縣(市)長選舉,14,2001-12-01,嘉義縣,01,陳勝三,M,1940,無黨籍及未經政黨推薦,9454,3.58,N,N,,,
2001,第 14 屆 縣(市)長選舉,縣(市)長選舉,14,2001-12-01,嘉義縣,02,陳明文,M,1953,民主進步黨,124757,47.22,Y,N,,,
2001,第 14 屆 縣(市)長選舉,縣(市)長選舉,14,2001-12-01,嘉義縣,03,李明憲,M,1959,無黨籍及未經政黨推薦,11507,4.36,N,N,,,
2001,第 14 屆 縣(市)長選舉,縣(市)長選舉,14,2001-12-01,嘉義縣,04,蔡炳欽,M,1953,無黨籍及未經政黨推薦,1551,0.59,N,N,,,
2001,第 14 屆 縣(市)長選舉,縣(市)長選舉,14,2001-12-01,嘉義縣,05,翁重鈞,M,1955,中國國民黨,116908,44.25,N,N,,,
2001,第 14 屆 縣(市)長選舉,縣(市)長選舉,14,2001-12-01,臺南縣,01,吳清基,M,1951,中國國民黨,236670,44.47,N,N,,,
2001,第 14 屆 縣(市)長選舉,縣(市)長選舉,14,2001-12-01,臺南縣,02,蘇煥智,M,1956,民主進步黨,274086,51.5,Y,N,,,
2001,第 14 屆 縣(市)長選舉,縣(市)長選舉,14,2001-12-01,臺南縣,03,魏耀乾,M,1949,無黨籍及未經政黨推薦,21479,4.04,N,N,,,
2001,第 14 屆 縣(市)長選舉,縣(市)長選舉,14,2001-12-01,高雄縣,01,黃八野,M,1943,無黨籍及未經政黨推薦,91323,15.75,N,N,,,
2001,第 14 屆 縣(市)長選舉,縣(市)長選舉,14,2001-12-01,高雄縣,02,楊秋興,M,1955,民主進步黨,317763,54.8,Y,N,,,
2001,第 14 屆 縣(市)長選舉,縣(市)長選舉,14,2001-12-01,高雄縣,03,吳光訓,M,1950,中國國民黨,170787,29.45,N,N,,,
2001,第 14 屆 縣(市)長選舉,縣(市)長選舉,14,2001-12-01,屏東縣,01,李景雯,M,1930,無黨籍及未經政黨推薦,17525,4.05,N,N,,,
2001,第 14 屆 縣(市)長選舉,縣(市)長選舉,14,2001-12-01,屏東縣,02,王進士,M,1948,中國國民黨,175584,40.61,N,N,,,
2001,第 14 屆 縣(市)長選舉,縣(市)長選舉,14,2001-12-01,屏東縣,03,蘇嘉全,M,1955,民主進步黨,239284,55.34,Y,Y,,,
2001,第 14 屆 縣(市)長選舉,縣(市)長選舉,14,2001-12-01,臺東縣,01,彭權國,M,1963,無黨籍及未經政黨推薦,1467,1.47,N,N,,,
2001,第 14 屆 縣(市)長選舉,縣(市)長選舉,14,2001-12-01,臺東縣,02,徐慶元,M,1957,親民黨,44084,44.3,Y,N,,,
2001,第 14 屆 縣(市)長選舉,縣(市)長選舉,14,2001-12-01,臺東縣,03,吳俊立,M,1962,中國國民黨,36727,36.91,N,N,,,
2001,第 14 屆 縣(市)長選舉,縣(市)長選舉,14,2001-12-01,臺東縣,04,賴坤成,M,1963,民主進步黨,17237,17.32,N,N,,,
2001,第 14 屆 縣(市)長選舉,縣(市)長選舉,14,2001-12-01,花蓮縣,01,游盈隆,M,1955,民主進步黨,47596,31.37,N,N,,,
2001,第 14 屆 縣(市)長選舉,縣(市)長選舉,14,2001-12-01,花蓮縣,02,賴政雄,M,1943,親民黨,41752,27.52,N,N,,,
2001,第 14 屆 縣(市)長選舉,縣(市)長選舉,14,2001-12-01,花蓮縣,03,莊三修,M,1957,無黨籍及未經政黨推薦,1481,0.98,N,N,,,
2001,第 14 屆 縣(市)長選舉,縣(市)長選舉,14,2001-12-01,花蓮縣,04,齊淑英,F,1950,綠黨,1299,0.86,N,N,,,
2001,第 14 屆 縣(市)長選舉,縣(市)長選舉,14,2001-12-01,花蓮縣,05,張福興,F,1942,中國國民黨,59591,39.28,Y,N,,,
2001,第 14 屆 縣(市)長選舉,縣(市)長選舉,14,2001-12-01,澎湖縣,01,賴峰偉,M,1952,中國國民黨,22094,55.32,Y,N,,,
2001,第 14 屆 縣(市)長選舉,縣(市)長選舉,14,2001-12-01,澎湖縣,02,陳光復,M,1955,民主進步黨,14477,36.25,N,N,,,
2001,第 14 屆 縣(市)長選舉,縣(市)長選舉,14,2001-12-01,澎湖縣,03,許麗音,F,1948,無黨籍及未經政黨推薦,3364,8.42,N,N,,,
2001,第 14 屆 縣(市)長選舉,縣(市)長選舉,14,2001-12-01,基隆市,01,許財利,M,1947,中國國民黨,100070,58.09,Y,N,,,
2001,第 14 屆 縣(市)長選舉,縣(市)長選舉,14,2001-12-01,基隆市,02,李進勇,M,1950,民主進步黨,72212,41.91,N,N,,,
2001,第 14 屆 縣(市)長選舉,縣(市)長選舉,14,2001-12-01,新竹市,01,蔡仁堅,M,1951,民主進步黨,69165,42.77,N,N,,,
2001,第 14 屆 縣(市)長選舉,縣(市)長選舉,14,2001-12-01,新竹市,02,王少泉,M,1942,無黨籍及未經政黨推薦,801,0.5,N,N,,,
2001,第 14 屆 縣(市)長選舉,縣(市)長選舉,14,2001-12-01,新竹市,03,林政則,M,1944,中國國民黨,90580,56.01,Y,N,,,
2001,第 14 屆 縣(市)長選舉,縣(市)長選舉,14,2001-12-01,新竹市,04,黃中媄,M,1950,無黨籍及未經政黨推薦,1171,0.72,N,N,,,
2001,第 14 屆 縣(市)長選舉,縣(市)長選舉,14,2001-12-01,臺中市,01,張溫鷹,F,1949,無黨籍及未經政黨推薦,44341,10.18,N,N,,,
2001,第 14 屆 縣(市)長選舉,縣(市)長選舉,14,2001-12-01,臺中市,02,蔡明憲,M,1941,民主進步黨,177515,40.74,N,N,,,
2001,第 14 屆 縣(市)長選舉,縣(市)長選舉,14,2001-12-01,臺中市,03,胡志強,M,1948,中國國民黨,213866,49.08,Y,N,,,
2001,第 14 屆 縣(市)長選舉,縣(市)長選舉,14,2001-12-01,嘉義市,01,蕭裕珍,F,1956,無黨籍及未經政黨推薦,1601,1.34,N,N,,,
2001,第 14 屆 縣(市)長選舉,縣(市)長選舉,14,2001-12-01,嘉義市,02,黃正男,M,1941,民主進步黨,14439,12.04,N,N,,,
2001,第 14 屆 縣(市)長選舉,縣(市)長選舉,14,2001-12-01,嘉義市,03,張榮藏,M,1942,無黨籍及未經政黨推薦,8476,7.07,N,N,,,
2001,第 14 屆 縣(市)長選舉,縣(市)長選舉,14,2001-12-01,嘉義市,04,陳麗貞,F,1958,無黨籍及未經政黨推薦,53764,44.84,Y,N,,,
2001,第 14 屆 縣(市)長選舉,縣(市)長選舉,14,2001-12-01,嘉義市,05,江清馦,M,1943,中國國民黨,41614,34.71,N,N,,,
2001,第 14 屆 縣(市)長選舉,縣(市)長選舉,14,2001-12-01,臺南市,01,林易煌,M,1962,無黨籍及未經政黨推薦,6098,1.86,N,N,,,
2001,第 14 屆 縣(市)長選舉,縣(市)長選舉,14,2001-12-01,臺南市,02,張燦鍙,M,1936,無黨籍及未經政黨推薦,9520,2.9,N,N,,,
2001,第 14 屆 縣(市)長選舉,縣(市)長選舉,14,2001-12-01,臺南市,03,蘇南成,M,1936,無黨籍及未經政黨推薦,47133,14.36,N,N,,,
2001,第 14 屆 縣(市)長選舉,縣(市)長選舉,14,2001-12-01,臺南市,04,陳榮盛,M,1946,中國國民黨,122726,37.4,N,N,,,
2001,第 14 屆 縣(市)長選舉,縣(市)長選舉,14,2001-12-01,臺南市,05,陳源奇,M,1940,無黨籍及未經政黨推薦,804,0.25,N,N,,,
2001,第 14 屆 縣(市)長選舉,縣(市)長選舉,14,2001-12-01,臺南市,06,許添財,M,1951,民主進步黨,141840,43.23,Y,N,,,
2001,第 14 屆 縣(市)長選舉,縣(市)長選舉,14,2001-12-01,金門縣,01,翁天慶,M,1953,無黨籍及未經政黨推薦,300,1.19,N,N,,,
2001,第 14 屆 縣(市)長選舉,縣(市)長選舉,14,2001-12-01,金門縣,02,李炷烽,M,1953,新黨,14148,56.17,Y,N,,,
2001,第 14 屆 縣(市)長選舉,縣(市)長選舉,14,2001-12-01,金門縣,03,蔡是民,M,1947,親民黨,7224,28.68,N,N,,,
2001,第 14 屆 縣(市)長選舉,縣(市)長選舉,14,2001-12-01,金門縣,04,陳川青,M,1949,無黨籍及未經政黨推薦,448,1.78,N,N,,,
2001,第 14 屆 縣(市)長選舉,縣(市)長選舉,14,2001-12-01,金門縣,05,陳昭南,M,1943,民主進步黨,1562,6.2,N,N,,,
2001,第 14 屆 縣(市)長選舉,縣(市)長選舉,14,2001-12-01,金門縣,06,許金象,M,1954,中國國民黨,1508,5.99,N,N,,,
2001,第 14 屆 縣(市)長選舉,縣(市)長選舉,14,2001-12-01,連江縣,01,陳雪生,M,1951,親民黨,2549,55.8,Y,N,,,
2001,第 14 屆 縣(市)長選舉,縣(市)長選舉,14,2001-12-01,連江縣,02,劉立群,M,1951,中國國民黨,2019,44.2,N,N,,,
2005,第 15 屆 縣(市)長選舉,縣(市)長選舉,15,2005-12-03,臺北縣,01,黃福卿,M,1937,無黨籍及未經政黨推薦,5639,0.31,N,N,,,
2005,第 15 屆 縣(市)長選舉,縣(市)長選舉,15,2005-12-03,臺北縣,02,周錫瑋,M,1958,中國國民黨,988739,54.87,Y,N,,,
2005,第 15 屆 縣(市)長選舉,縣(市)長選舉,15,2005-12-03,臺北縣,03,陳誠鈞,M,1955,無黨籍及未經政黨推薦,2812,0.16,N,N,,,
2005,第 15 屆 縣(市)長選舉,縣(市)長選舉,15,2005-12-03,臺北縣,04,陳俊傑,M,1967,無黨籍及未經政黨推薦,4064,0.23,N,N,,,
2005,第 15 屆 縣(市)長選舉,縣(市)長選舉,15,2005-12-03,臺北縣,05,羅文嘉,M,1966,民主進步黨,798233,44.3,N,N,,,
2005,第 15 屆 縣(市)長選舉,縣(市)長選舉,15,2005-12-03,臺北縣,06,黃茂全,M,1973,無黨籍及未經政黨推薦,2585,0.14,N,N,,,
2005,第 15 屆 縣(市)長選舉,縣(市)長選舉,15,2005-12-03,宜蘭縣,01,陳定南,M,1943,民主進步黨,112853,47.75,N,N,,,
2005,第 15 屆 縣(市)長選舉,縣(市)長選舉,15,2005-12-03,宜蘭縣,02,謝李靜宜,F,1958,無黨籍及未經政黨推薦,2020,0.85,N,N,,,
2005,第 15 屆 縣(市)長選舉,縣(市)長選舉,15,2005-12-03,宜蘭縣,03,呂國華,M,1956,中國國民黨,121463,51.39,Y,N,,,
2005,第 15 屆 縣(市)長選舉,縣(市)長選舉,15,2005-12-03,桃園縣,01,朱立倫,M,1961,中國國民黨,488979,60.84,Y,Y,,,
2005,第 15 屆 縣(市)長選舉,縣(市)長選舉,15,2005-12-03,桃園縣,02,鄭寶清,M,1955,民主進步黨,307965,38.32,N,N,,,
2005,第 15 屆 縣(市)長選舉,縣(市)長選舉,15,2005-12-03,桃園縣,03,吳家登,M,1959,無黨籍及未經政黨推薦,6784,0.84,N,N,,,
2005,第 15 屆 縣(市)長選舉,縣(市)長選舉,15,2005-12-03,新竹縣,01,林光華,M,1945,民主進步黨,77037,32.91,N,N,,,
2005,第 15 屆 縣(市)長選舉,縣(市)長選舉,15,2005-12-03,新竹縣,02,鄭永金,M,1949,中國國民黨,157012,67.09,Y,Y,,,
2005,第 15 屆 縣(市)長選舉,縣(市)長選舉,15,2005-12-03,苗栗縣,01,顏培元,M,1951,無黨籍及未經政黨推薦,3061,1.09,N,N,,,
2005,第 15 屆 縣(市)長選舉,縣(市)長選舉,15,2005-12-03,苗栗縣,02,陳秀龍,M,1937,無黨籍及未經政黨推薦,9718,3.47,N,N,,,
2005,第 15 屆 縣(市)長選舉,縣(市)長選舉,15,2005-12-03,苗栗縣,03,劉政鴻,M,1947,中國國民黨,134277,47.91,Y,N,,,
2005,第 15 屆 縣(市)長選舉,縣(市)長選舉,15,2005-12-03,苗栗縣,04,邱炳坤,M,1950,民主進步黨,83694,29.86,N,N,,,
2005,第 15 屆 縣(市)長選舉,縣(市)長選舉,15,2005-12-03,苗栗縣,05,徐耀昌,M,1955,無黨籍及未經政黨推薦,47834,17.07,N,N,,,
2005,第 15 屆 縣(市)長選舉,縣(市)長選舉,15,2005-12-03,苗栗縣,06,江炳輝,M,1929,無黨籍及未經政黨推薦,1700,0.61,N,N,,,
2005,第 15 屆 縣(市)長選舉,縣(市)長選舉,15,2005-12-03,臺中縣,01,邱太三,M,1956,民主進步黨,275153,39.12,N,N,,,
2005,第 15 屆 縣(市)長選舉,縣(市)長選舉,15,2005-12-03,臺中縣,02,黃仲生,M,1942,中國國民黨,418144,59.45,Y,Y,,,
2005,第 15 屆 縣(市)長選舉,縣(市)長選舉,15,2005-12-03,臺中縣,03,林振昌,M,1967,無黨籍及未經政黨推薦,10104,1.44,N,N,,,
2005,第 15 屆 縣(市)長選舉,縣(市)長選舉,15,2005-12-03,彰化縣,01,翁金珠,F,1947,民主進步黨,270949,40.52,N,Y,,,
2005,第 15 屆 縣(市)長選舉,縣(市)長選舉,15,2005-12-03,彰化縣,02,卓伯源,M,1965,中國國民黨,370790,55.46,Y,N,,,
2005,第 15 屆 縣(市)長選舉,縣(市)長選舉,15,2005-12-03,彰化縣,03,陳進丁,M,1946,無黨籍及未經政黨推薦,26887,4.02,N,N,,,
2005,第 15 屆 縣(市)長選舉,縣(市)長選舉,15,2005-12-03,南投縣,01,林宗男,M,1942,無黨籍及未經政黨推薦,60793,22.08,N,Y,,,
2005,第 15 屆 縣(市)長選舉,縣(市)長選舉,15,2005-12-03,南投縣,02,林明溱,M,1951,無黨籍及未經政黨推薦,6271,2.28,N,N,,,
2005,第 15 屆 縣(市)長選舉,縣(市)長選舉,15,2005-12-03,南投縣,03,李朝卿,M,1950,中國國民黨,124777,45.32,Y,N,,,
2005,第 15 屆 縣(市)長選舉,縣(市)長選舉,15,2005-12-03,南投縣,04,蔡煌瑯,M,1960,民主進步黨,83503,30.33,N,N,,,
2005,第 15 屆 縣(市)長選舉,縣(市)長選舉,15,2005-12-03,雲林縣,01,林佳瑜,M,1959,無黨籍及未經政黨推薦,8125,2.16,N,N,,,
2005,第 15 屆 縣(市)長選舉,縣(市)長選舉,15,2005-12-03,雲林縣,02,蘇治芬,F,1953,民主進步黨,201192,53.37,Y,N,,,
2005,第 15 屆 縣(市)長選舉,縣(市)長選舉,15,2005-12-03,雲林縣,03,許舒博,M,1963,中國國民黨,167690,44.48,N,N,,,
2005,第 15 屆 縣(市)長選舉,縣(市)長選舉,15,2005-12-03,嘉義縣,01,陳明文,M,1954,民主進步黨,183476,62.69,Y,Y,,,
2005,第 15 屆 縣(市)長選舉,縣(市)長選舉,15,2005-12-03,嘉義縣,02,陳明振,M,1960,中國國民黨,109192,37.31,N,N,,,
2005,第 15 屆 縣(市)長選舉,縣(市)長選舉,15,2005-12-03,臺南縣,01,郭添財,M,1962,中國國民黨,250887,47.16,N,N,,,
2005,第 15 屆 縣(市)長選舉,縣(市)長選舉,15,2005-12-03,臺南縣,02,張博森,M,1948,無黨籍及未經政黨推薦,8232,1.55,N,N,,,
2005,第 15 屆 縣(市)長選舉,縣(市)長選舉,15,2005-12-03,臺南縣,03,蘇煥智,M,1956,民主進步黨,267583,50.3,Y,Y,,,
2005,第 15 屆 縣(市)長選舉,縣(市)長選舉,15,2005-12-03,臺南縣,04,蔡四結,M,1943,無黨籍及未經政黨推薦,5310,1,N,N,,,
2005,第 15 屆 縣(市)長選舉,縣(市)長選舉,15,2005-12-03,高雄縣,01,楊秋興,M,1956,民主進步黨,353232,59.14,Y,Y,,,
2005,第 15 屆 縣(市)長選舉,縣(市)長選舉,15,2005-12-03,高雄縣,02,林益世,M,1968,中國國民黨,244015,40.86,N,N,,,
2005,第 15 屆 縣(市)長選舉,縣(市)長選舉,15,2005-12-03,屏東縣,01,曹啟鴻,M,1948,民主進步黨,216200,46.19,Y,N,,,
2005,第 15 屆 縣(市)長選舉,縣(市)長選舉,15,2005-12-03,屏東縣,02,宋麗華,F,1968,無黨籍及未經政黨推薦,45257,9.67,N,N,,,
2005,第 15 屆 縣(市)長選舉,縣(市)長選舉,15,2005-12-03,屏東縣,03,王進士,M,1948,中國國民黨,195928,41.86,N,N,,,
2005,第 15 屆 縣(市)長選舉,縣(市)長選舉,15,2005-12-03,屏東縣,04,李景雯,M,1928,無黨籍及未經政黨推薦,10723,2.29,N,N,,,
2005,第 15 屆 縣(市)長選舉,縣(市)長選舉,15,2005-12-03,臺東縣,01,劉櫂豪,M,1967,無黨籍及未經政黨推薦,40173,38.23,N,N,,,
2005,第 15 屆 縣(市)長選舉,縣(市)長選舉,15,2005-12-03,臺東縣,02,吳俊立,M,1962,無黨籍及未經政黨推薦,62189,59.18,Y,N,,,
2005,第 15 屆 縣(市)長選舉,縣(市)長選舉,15,2005-12-03,臺東縣,03,彭權國,M,1963,無黨籍及未經政黨推薦,2718,2.59,N,N,,,
2005,第 15 屆 縣(市)長選舉,縣(市)長選舉,15,2005-12-03,花蓮縣,01,柯賜海,M,1956,無黨籍及未經政黨推薦,20113,12.89,N,N,,,
2005,第 15 屆 縣(市)長選舉,縣(市)長選舉,15,2005-12-03,花蓮縣,02,盧博基,M,1949,民主進步黨,30988,19.86,N,N,,,
2005,第 15 屆 縣(市)長選舉,縣(市)長選舉,15,2005-12-03,花蓮縣,03,謝深山,M,1939,中國國民黨,66575,42.66,Y,Y,,,
2005,第 15 屆 縣(市)長選舉,縣(市)長選舉,15,2005-12-03,花蓮縣,04,傅崑萁,M,1962,親民黨,38379,24.59,N,N,,,
2005,第 15 屆 縣(市)長選舉,縣(市)長選舉,15,2005-12-03,澎湖縣,01,陳光復,M,1955,民主進步黨,23964,48.16,N,N,,,
2005,第 15 屆 縣(市)長選舉,縣(市)長選舉,15,2005-12-03,澎湖縣,02,王乾發,M,1949,中國國民黨,25223,50.69,Y,N,,,
2005,第 15 屆 縣(市)長選舉,縣(市)長選舉,15,2005-12-03,澎湖縣,03,許敬民,M,1949,無黨籍及未經政黨推薦,572,1.15,N,N,,,
2005,第 15 屆 縣(市)長選舉,縣(市)長選舉,15,2005-12-03,基隆市,01,陳建銘,M,1961,台灣團結聯盟,58243,31.46,N,N,,,
2005,第 15 屆 縣(市)長選舉,縣(市)長選舉,15,2005-12-03,基隆市,02,許財利,M,1947,中國國民黨,76162,41.14,Y,Y,,,
2005,第 15 屆 縣(市)長選舉,縣(市)長選舉,15,2005-12-03,基隆市,03,劉文雄,M,1954,親民黨,47932,25.89,N,N,,,
2005,第 15 屆 縣(市)長選舉,縣(市)長選舉,15,2005-12-03,基隆市,04,王拓,M,1944,民主進步黨,2771,1.5,N,N,,,
2005,第 15 屆 縣(市)長選舉,縣(市)長選舉,15,2005-12-03,新竹市,01,鄭貴元,M,1952,民主進步黨,49777,30.73,N,N,,,
2005,第 15 屆 縣(市)長選舉,縣(市)長選舉,15,2005-12-03,新竹市,02,林政則,M,1944,中國國民黨,112221,69.27,Y,Y,,,
2005,第 15 屆 縣(市)長選舉,縣(市)長選舉,15,2005-12-03,臺中市,01,李貴富,F,1961,無黨籍及未經政黨推薦,1897,0.42,N,N,,,
2005,第 15 屆 縣(市)長選舉,縣(市)長選舉,15,2005-12-03,臺中市,02,沈智慧,F,1957,親民黨,10061,2.23,N,N,,,
2005,第 15 屆 縣(市)長選舉,縣(市)長選舉,15,2005-12-03,臺中市,03,林佳龍,M,1964,民主進步黨,175592,39,N,N,,,
2005,第 15 屆 縣(市)長選舉,縣(市)長選舉,15,2005-12-03,臺中市,04,胡志強,M,1948,中國國民黨,262667,58.34,Y,Y,,,
2005,第 15 屆 縣(市)長選舉,縣(市)長選舉,15,2005-12-03,嘉義市,01,陳麗貞,F,1958,民主進步黨,62122,45.37,N,Y,,,
2005,第 15 屆 縣(市)長選舉,縣(市)長選舉,15,2005-12-03,嘉義市,02,黃敏惠,F,1959,中國國民黨,74786,54.63,Y,N,,,
2005,第 15 屆 縣(市)長選舉,縣(市)長選舉,15,2005-12-03,臺南市,01,陳榮盛,M,1946,中國國民黨,134248,41.4,N,N,,,
2005,第 15 屆 縣(市)長選舉,縣(市)長選舉,15,2005-12-03,臺南市,02,錢林慧君,F,1947,台灣團結聯盟,42000,12.95,N,N,,,
2005,第 15 屆 縣(市)長選舉,縣(市)長選舉,15,2005-12-03,臺南市,03,許添財,M,1951,民主進步黨,148006,45.65,Y,Y,,,
2005,第 15 屆 縣(市)長選舉,縣(市)長選舉,15,2005-12-03,金門縣,01,陳福海,M,1963,無黨籍及未經政黨推薦,13940,43.59,N,N,,,
2005,第 15 屆 縣(市)長選舉,縣(市)長選舉,15,2005-12-03,金門縣,02,陳平,M,1957,無黨籍及未經政黨推薦,682,2.13,N,N,,,
2005,第 15 屆 縣(市)長選舉,縣(市)長選舉,15,2005-12-03,金門縣,03,李炷烽,M,1953,新黨,17359,54.28,Y,Y,,,
2005,第 15 屆 縣(市)長選舉,縣(市)長選舉,15,2005-12-03,連江縣,01,吳軾子,M,1959,無黨籍及未經政黨推薦,127,2.59,N,N,,,
2005,第 15 屆 縣(市)長選舉,縣(市)長選舉,15,2005-12-03,連江縣,02,陳雪生,M,1952,親民黨,2592,52.9,Y,Y,,,
2005,第 15 屆 縣(市)長選舉,縣(市)長選舉,15,2005-12-03,連江縣,03,楊綏生,M,1954,無黨籍及未經政黨推薦,2181,44.51,N,N,,,
2009,第 16 屆 縣(市)長選舉,縣(市)長選舉,16,2009-12-05,宜蘭縣,01,林聰賢,M,1962,民主進步黨,133394,54.26,Y,N,,,
2009,第 16 屆 縣(市)長選舉,縣(市)長選舉,16,2009-12-05,宜蘭縣,02,呂國華,M,1956,中國國民黨,112469,45.74,N,Y,,,
2009,第 16 屆 縣(市)長選舉,縣(市)長選舉,16,2009-12-05,桃園縣,01,吳富彤,M,1959,客家黨,15807,2.08,N,N,,,
2009,第 16 屆 縣(市)長選舉,縣(市)長選舉,16,2009-12-05,桃園縣,02,鄭文燦,M,1967,民主進步黨,346678,45.69,N,N,,,
2009,第 16 屆 縣(市)長選舉,縣(市)長選舉,16,2009-12-05,桃園縣,03,吳志揚,M,1969,中國國民黨,396237,52.22,Y,N,,,
2009,第 16 屆 縣(市)長選舉,縣(市)長選舉,16,2009-12-05,新竹縣,01,邱鏡淳,M,1949,中國國民黨,97151,38.49,Y,N,,,
2009,第 16 屆 縣(市)長選舉,縣(市)長選舉,16,2009-12-05,新竹縣,02,張碧琴,F,1965,無黨籍及未經政黨推薦,76254,30.21,N,N,,,
2009,第 16 屆 縣(市)長選舉,縣(市)長選舉,16,2009-12-05,新竹縣,03,彭紹瑾,M,1957,民主進步黨,77126,30.55,N,N,,,
2009,第 16 屆 縣(市)長選舉,縣(市)長選舉,16,2009-12-05,新竹縣,04,曾錦祥,M,1952,無黨籍及未經政黨推薦,1893,0.75,N,N,,,
2009,第 16 屆 縣(市)長選舉,縣(市)長選舉,16,2009-12-05,苗栗縣,01,楊長鎮,M,1963,民主進步黨,95469,33.6,N,N,,,
2009,第 16 屆 縣(市)長選舉,縣(市)長選舉,16,2009-12-05,苗栗縣,02,劉政鴻,M,1947,中國國民黨,181256,63.79,Y,Y,,,
